1	37.453886	0.679500	6.969465
2	16.933064	0.335700	5.668616
3	6.945180	0.212600	5.878205
4	4.654921	0.162100	7.671293
5	3.978071	0.152500	11.037798
6	3.827295	0.145400	8.402089
7	3.307216	0.135700	8.525799
8	3.122983	0.127000	6.459493
9	3.218664	0.125900	10.667916
10	2.863910	0.118200	8.353379
11	2.834844	0.121100	7.119942
12	2.886264	0.118000	7.768954
13	2.666149	0.117200	7.594437
14	2.689948	0.119600	5.533469
15	2.756213	0.116900	7.344237
16	2.457343	0.111800	7.764812
17	2.479436	0.112000	10.533506
18	2.567201	0.115100	6.680978
19	2.329832	0.105100	5.868754
20	2.469388	0.111700	8.832781
