1	35.281925	0.678600	6.287788
2	15.532884	0.319500	6.069862
3	7.466744	0.224900	5.842457
4	4.591272	0.166700	6.218282
5	4.235727	0.151000	6.851141
6	3.346388	0.132400	22.393708
7	3.476384	0.132600	16.075928
8	3.123812	0.120900	20.969765
9	2.866632	0.116200	10.180503
10	2.982588	0.118200	8.516465
11	2.643706	0.114500	8.250668
12	2.476941	0.108900	5.786794
13	2.460916	0.106300	8.755571
14	2.396426	0.105600	9.791245
15	2.222898	0.102500	7.377453
16	2.217871	0.102400	6.484296
17	2.361152	0.107500	10.808021
18	1.994429	0.097100	7.534341
19	1.867228	0.090800	6.544045
20	1.925916	0.098700	6.716985
