1	27.725070	0.720600	10.198883
2	12.108162	0.285000	6.430285
3	6.586675	0.203300	8.354526
4	4.579798	0.162000	8.966248
5	3.718127	0.138500	7.179894
6	3.285679	0.126400	7.577678
7	2.685455	0.116700	8.073037
8	2.731137	0.109900	8.929590
9	2.320108	0.102000	8.383685
10	2.361251	0.104700	10.680120
11	2.072828	0.093800	7.565107
12	2.019975	0.092200	8.038156
13	1.806285	0.088000	9.486534
14	1.653359	0.083700	8.379931
15	1.520048	0.086900	10.822179
16	1.400243	0.083600	6.194940
17	1.427693	0.085200	5.853472
18	1.415580	0.079900	5.734508
19	1.099345	0.076900	6.468876
20	1.130109	0.075900	5.799968
