1	14.376459	0.758200	5.006602
2	8.072278	0.283100	6.210283
3	4.852695	0.185800	11.625609
4	3.348271	0.145500	8.393276
5	2.593236	0.125500	5.595919
6	2.179190	0.110700	7.196221
7	1.925056	0.102100	16.172758
8	1.861263	0.100800	5.513527
9	1.624413	0.096400	5.087853
10	1.560394	0.092700	5.172910
11	1.452972	0.086300	6.812050
12	1.508686	0.089300	5.784408
13	1.225446	0.078400	5.798264
14	1.087803	0.072000	6.558071
15	1.313916	0.082200	10.507813
16	1.044220	0.071700	6.828857
17	1.193254	0.078000	7.085113
18	1.061418	0.075700	9.581505
19	0.928559	0.066600	6.452768
20	0.986094	0.071800	7.047986
