1	13.727318	0.712800	6.210314
2	5.952871	0.291600	5.703284
3	3.562386	0.198500	5.996831
4	2.851684	0.154000	5.978097
5	1.789819	0.122600	8.235558
6	1.571831	0.113000	5.714327
7	1.306458	0.104200	6.248755
8	1.234577	0.095200	6.017696
9	0.934768	0.085000	6.043938
10	0.873377	0.081600	6.397996
11	0.811165	0.081000	6.000322
12	0.743514	0.079600	6.673709
13	0.736671	0.075800	6.264039
14	0.676907	0.071200	6.134490
15	0.628593	0.073300	9.393559
16	0.639493	0.072000	6.728372
17	0.615376	0.070300	6.408954
18	0.588354	0.068100	6.986540
19	0.567412	0.063200	6.564252
20	0.536589	0.061400	5.830550
