1	17.371327	0.737600	6.924847
2	10.244600	0.297400	6.962524
3	5.235334	0.195100	6.555102
4	3.467362	0.153900	8.093482
5	3.069585	0.130900	7.875424
6	2.733021	0.122200	9.133567
7	2.322024	0.111600	7.109442
8	1.906189	0.103500	6.738989
9	2.026737	0.103700	6.977627
10	1.746370	0.099500	6.816885
11	1.546305	0.092300	6.403152
12	1.601092	0.088600	7.785736
13	1.349010	0.083600	8.128965
14	1.276765	0.081300	6.451925
15	1.377138	0.079300	5.881441
16	1.077296	0.074900	6.664312
17	1.176273	0.073700	6.151043
18	1.006576	0.071200	5.885760
19	1.053851	0.072600	5.772153
20	1.097772	0.075400	5.763337
