1	21.467514	0.701100	5.695669
2	7.404838	0.292800	6.578260
3	3.912307	0.205200	6.782343
4	2.949064	0.166600	5.849928
5	2.163993	0.136200	5.677707
6	2.015102	0.124100	6.197669
7	1.787825	0.119800	6.080380
8	1.590889	0.109000	5.840842
9	1.468051	0.102900	5.878233
10	1.454148	0.099100	6.013825
11	1.297266	0.097400	6.215715
12	1.272682	0.089800	5.824958
13	1.226229	0.091400	7.016439
14	1.143352	0.087700	5.741207
15	1.119397	0.088000	6.687119
16	1.058688	0.083600	6.382326
17	0.982834	0.078300	7.526423
18	0.949980	0.078800	24.996433
19	0.887382	0.078700	5.891638
20	0.831347	0.076800	6.738826
