1	14.602447	0.760200	6.947582
2	7.554812	0.286000	5.503830
3	3.271932	0.186800	6.042229
4	2.495035	0.153200	5.774252
5	1.992724	0.131900	7.264395
6	1.694648	0.117900	6.958776
7	1.518653	0.108900	5.882920
8	1.522738	0.103500	6.332711
9	1.381127	0.100200	5.903340
10	1.283235	0.099500	5.613269
11	1.217751	0.094100	12.717633
12	1.147592	0.086700	6.334142
13	1.152449	0.090500	5.940512
14	1.003376	0.083600	5.923321
15	0.899150	0.082200	5.884716
16	0.779522	0.079800	6.148803
17	0.714736	0.077700	5.794762
18	0.694434	0.077000	6.629525
19	0.674063	0.072600	5.865248
20	0.640391	0.074800	7.255358
