1	29.742019	0.734100	8.986780
2	12.602754	0.293300	7.931407
3	6.231924	0.208500	7.596758
4	5.028825	0.179600	9.150911
5	3.530116	0.142600	5.674405
6	3.055755	0.132100	7.575732
7	2.565118	0.118600	7.537693
8	2.512691	0.109100	9.245435
9	2.291673	0.104500	5.367092
10	2.081986	0.097600	5.709141
11	1.917192	0.094600	5.820668
12	1.907333	0.095800	7.258125
13	1.861017	0.089900	6.111399
14	1.622901	0.085400	5.820047
15	1.568802	0.080100	6.754703
16	1.559998	0.081300	6.925682
17	1.534330	0.081700	6.392996
18	1.288868	0.072900	6.434264
19	1.342361	0.075000	6.602982
20	1.369913	0.077400	6.121788
