1	39.556789	0.693000	6.100442
2	17.529719	0.336300	6.388537
3	7.388006	0.218500	5.773491
4	4.896091	0.169600	6.095263
5	4.127767	0.152100	6.447944
6	3.675995	0.139500	5.810114
7	3.486330	0.136000	5.544734
8	2.846610	0.119400	7.873878
9	2.875641	0.124500	5.987620
10	2.908415	0.118300	5.836832
11	2.601127	0.116500	5.870786
12	2.701971	0.116900	5.547654
13	2.657372	0.110200	6.118627
14	2.386890	0.107600	5.661508
15	2.248672	0.107600	5.865300
16	2.533726	0.107200	5.612452
17	2.360298	0.099300	6.002175
18	2.147376	0.103300	5.989202
19	1.989917	0.101100	5.576627
20	2.443091	0.106300	6.129232
