1	15.622648	0.707800	6.026780
2	8.022218	0.283400	5.901376
3	3.925328	0.185700	5.907779
4	2.944872	0.151300	6.528552
5	2.375766	0.128700	5.817829
6	2.057030	0.114200	6.048860
7	1.758569	0.107400	5.557238
8	1.817361	0.101500	7.017763
9	1.688736	0.097800	5.681510
10	1.285188	0.087600	5.790651
11	1.440655	0.094400	5.796650
12	1.283222	0.087000	6.473283
13	1.259249	0.088300	6.333399
14	1.158528	0.079700	6.943295
15	1.148991	0.081100	5.826385
16	1.152185	0.078400	6.070405
17	1.021710	0.071000	7.588135
18	0.938113	0.071500	6.396318
19	1.075537	0.074400	5.790580
20	0.984405	0.073800	5.963841
